"","id","hexaco1","hexaco2","hexaco3","hexaco4","hexaco5","hexaco6","hexaco7","hexaco8","hexaco9","hexaco10","hexaco11","hexaco12","hexaco13","hexaco14","hexaco15","hexaco16","hexaco17","hexaco18","hexaco19","hexaco20","hexaco21","hexaco22","hexaco23","hexaco24","hexaco25","hexaco26","hexaco27","hexaco28","hexaco29","hexaco30","hexaco31","hexaco32","hexaco33","hexaco34","hexaco35","hexaco36","hexaco37","hexaco38","hexaco39","hexaco40","hexaco41","hexaco42","hexaco43","hexaco44","hexaco45","hexaco46","hexaco47","hexaco48","hexaco49","hexaco50","hexaco51","hexaco52","hexaco53","hexaco54","hexaco55","hexaco56","hexaco57","hexaco58","hexaco59","hexaco60","hexaco61","hexaco62","hexaco63","hexaco64","hexaco65","hexaco66","hexaco67","hexaco68","hexaco69","hexaco70","hexaco71","hexaco72","hexaco73","hexaco74","hexaco75","hexaco76","hexaco77","hexaco78","hexaco79","hexaco80","hexaco81","hexaco82","hexaco83","hexaco84","hexaco85","hexaco86","hexaco87","hexaco88","hexaco89","hexaco90","hexaco91","hexaco92","hexaco93","hexaco94","hexaco95","hexaco96","hexaco97","hexaco98","hexaco99","hexaco100","hexaco101","hexaco102","hexaco103","hexaco104","hexaco105","hexaco106","hexaco107","hexaco108","hexaco109","hexaco110","hexaco111","hexaco112","hexaco113","hexaco114","hexaco115","hexaco116","hexaco117","hexaco118","hexaco119","hexaco120","hexaco121","hexaco122","hexaco123","hexaco124","hexaco125","hexaco126","hexaco127","hexaco128","hexaco129","hexaco130","hexaco131","hexaco132","hexaco133","hexaco134","hexaco135","hexaco136","hexaco137","hexaco138","hexaco139","hexaco140","hexaco141","hexaco142","hexaco143","hexaco144","hexaco145","hexaco146","hexaco147","hexaco148","hexaco149","hexaco150","hexaco151","hexaco152","hexaco153","hexaco154","hexaco155","hexaco156","hexaco157","hexaco158","hexaco159","hexaco160","hexaco161","hexaco162","hexaco163","hexaco164","hexaco165","hexaco166","hexaco167","hexaco168","hexaco169","hexaco170","hexaco171","hexaco172","hexaco173","hexaco174","hexaco175","hexaco176","hexaco177","hexaco178","hexaco179","hexaco180","hexaco181","hexaco182","hexaco183","hexaco184","hexaco185","hexaco186","hexaco187","hexaco188","hexaco189","hexaco190","hexaco191","hexaco192","hexaco193","hexaco194","hexaco195","hexaco196","hexaco197","hexaco198","hexaco199","hexaco200","sample","missing_hexacoitems","missing_demographics","retain","sincerity","fearfulness","socialselfesteem","forgiveness","organization","aestheticappreciation","fairness","anxiety","socialboldness","gentleness","diligence","inquisitiveness","greedavoidance","dependence","sociability","flexibility","perfectionism","creativity","modesty","sentimentality","liveliness","patience","prudence","unconventionality","altruism","honestyhumility","emotionality","extraversion","agreeableness","conscientiousness","openness","other","matched","hexaco_global_ml","hexaco_global_pca","hexaco_global_unit","hexaco_items_global_ml","mahalanobis_distance_applicant","mahalanobis_distance_research","proximity_to_ideal_applicant","proximity_to_ideal_research","modal_distance_applicant","modal_proximity_applicant","prop_extreme","weighted_desirability","mean_agreement"
"390",100745,2,1,5,5,4,1,2,3,5,4,4,4,3,2,4,2,3,2,3,2,1,1,3,4,2,3,5,4,3,4,5,1,1,3,4,3,2,2,2,2,3,1,3,4,4,1,2,2,2,3,5,3,4,1,1,4,4,4,4,4,4,4,3,4,3,2,3,4,5,3,2,4,2,3,1,3,2,5,3,4,4,3,4,4,5,3,3,4,4,2,3,3,1,3,3,2,2,3,1,3,3,2,4,1,1,3,3,5,3,4,5,3,4,4,2,3,4,2,4,4,4,4,1,3,3,1,4,4,3,3,1,2,1,3,3,3,2,4,3,2,4,3,4,2,4,4,1,4,3,4,1,4,5,3,1,3,4,3,2,2,2,3,2,2,1,2,2,2,1,5,1,2,3,4,2,3,2,3,3,1,3,2,4,4,4,4,3,5,1,5,3,2,5,5,5,3,5,2,2,2,"research",0,0,TRUE,3.875,2.75,5,3.125,3.375,4.5,4.25,2.25,4.375,3.25,4,4,2.625,3.125,3.75,2.75,3.125,3.25,3.25,3.625,4.625,3.75,3.625,3.5,4.375,3.5,2.9375,4.4375,3.21875,3.53125,3.8125,4.375,TRUE,-0.0356275590207594,-0.0238536967439011,15.5625,0.295348134715403,254.525210055906,158.417466706844,-254.525210055906,-158.417466706844,0.695,-0.695,0.23,0.199501517905389,2.965
"391",101549,2,1,5,5,4,2,1,1,4,3,4,3,5,2,3,3,2,1,2,3,2,2,3,4,1,4,4,4,4,3,5,2,2,4,3,2,3,2,3,3,2,1,2,3,4,2,2,3,1,4,4,4,4,3,1,2,2,3,4,4,2,1,2,2,3,3,4,4,4,4,1,3,5,4,2,4,2,4,1,4,3,2,2,4,2,4,3,3,2,2,2,3,2,4,5,2,1,3,2,4,3,2,5,1,2,4,2,5,2,4,3,4,4,4,1,4,3,4,4,3,5,2,2,2,2,2,5,4,3,3,2,2,2,4,3,2,2,4,2,3,4,3,4,2,5,2,1,4,1,4,1,5,5,2,1,4,3,2,2,3,5,4,2,3,2,4,2,3,1,4,1,3,1,3,1,2,1,4,2,2,2,3,4,3,4,2,1,3,2,5,2,2,3,4,4,4,4,2,1,2,"research",0,0,TRUE,4.875,2,4.375,3.25,4.125,3.625,5,1.625,3.75,3.125,3.75,4,3.875,2.25,3.125,3.375,3.25,3.875,4,3.25,3.875,3.75,4.125,3.25,4,4.4375,2.28125,3.78125,3.375,3.8125,3.6875,4,TRUE,0.318565733839678,0.587726611897731,16.8125,0.526259983097152,158.613345861271,112.18903407912,-158.613345861271,-112.18903407912,0.52,-0.52,0.2,0.260597895609778,2.85
"392",101284,2,1,5,5,4,2,1,2,2,4,5,5,3,2,4,2,4,2,4,4,2,1,4,5,3,5,5,2,4,4,5,2,2,3,5,2,3,2,2,4,2,2,2,4,4,1,2,1,2,4,5,5,5,4,1,4,4,3,4,5,2,2,4,2,2,5,4,3,5,4,1,3,4,4,1,5,2,3,1,4,4,2,4,5,4,4,2,3,2,3,3,2,1,5,5,2,2,4,1,4,3,2,4,2,1,5,1,5,3,4,4,3,3,5,1,5,4,3,4,4,4,1,1,4,1,2,5,5,5,3,1,1,4,5,4,1,2,4,1,1,5,1,5,3,5,3,1,4,1,3,4,5,5,4,1,5,4,3,1,1,5,5,1,3,1,2,1,2,2,5,1,1,1,4,2,2,2,1,1,1,2,2,5,2,4,2,2,4,2,5,3,2,4,4,5,5,5,1,5,1,"research",0,0,TRUE,4,1.625,5,4.25,4.375,3.5,4.375,2,4.125,3.875,4.75,4.875,2.875,2.5,4.25,4,3.5,4.25,3.75,4,4.5,4.5,4.375,3.75,4.25,3.75,2.53125,4.46875,4.15625,4.25,4.09375,4.25,TRUE,1.38935070118189,1.59621718891771,18.1875,1.63573737154626,257.866491785265,154.653787606977,-257.866491785265,-154.653787606977,0.62,-0.62,0.405,0.310378211026113,3.04
"393",100359,2,1,5,5,4,2,1,2,5,4,4,5,3,2,4,1,2,2,2,4,1,1,3,4,3,3,5,2,4,3,5,1,1,4,3,2,4,2,2,2,1,2,1,4,3,1,4,2,1,4,5,5,3,2,1,3,3,5,3,3,3,2,4,2,3,4,5,3,5,5,3,3,5,4,1,5,4,4,1,4,3,4,2,4,2,4,3,3,3,2,3,2,1,4,3,2,1,3,1,4,3,2,3,2,2,4,3,4,3,5,4,3,4,4,1,4,4,5,5,3,5,1,1,4,2,1,5,5,3,4,1,1,1,5,4,4,1,5,1,1,5,3,5,2,5,2,1,2,1,2,1,4,2,4,2,4,3,4,1,4,4,4,1,1,1,2,4,2,1,1,1,2,1,3,1,4,3,2,3,1,1,1,4,4,2,4,1,3,1,5,2,1,4,5,5,4,5,3,1,2,"research",0,0,TRUE,4.625,2.375,5,4.375,3.75,3.625,4.75,2.125,3.5,3.875,3.375,4.25,3.75,2.875,4,2.875,3.25,3.625,4.125,4,4.625,4.5,3.375,3.375,4.375,4.3125,2.84375,4.28125,3.90625,3.4375,3.71875,4.375,TRUE,0.725289607204748,0.77116380676479,16.8125,0.940381721763292,338.680143344878,209.136048376942,-338.680143344878,-209.136048376942,0.705,-0.705,0.375,0.274515046127003,2.875
"394",101674,2,1,5,5,4,2,2,4,4,4,4,4,4,1,4,2,2,2,3,1,1,1,5,4,4,4,5,5,3,3,5,4,1,4,4,2,2,1,2,2,2,2,1,4,5,3,1,2,4,5,4,3,4,1,2,2,2,1,4,4,2,1,3,4,3,1,4,2,5,3,1,2,2,4,2,4,4,4,2,4,5,3,5,3,4,5,3,2,2,2,4,3,1,5,4,2,3,4,2,2,4,2,4,2,2,4,2,5,5,4,4,4,4,4,2,4,3,4,4,4,3,1,2,3,3,2,5,2,3,4,1,1,4,4,4,4,4,4,4,4,5,2,4,2,4,2,1,5,2,4,4,5,5,3,2,5,5,3,2,3,3,4,4,4,2,2,2,2,2,5,1,4,1,2,1,2,3,4,2,2,2,2,4,4,4,4,2,4,2,4,2,2,4,4,4,4,4,2,4,4,"research",0,0,TRUE,3,1.5,4.5,2.625,3.625,3.75,4.125,2.625,3.875,3.125,4.25,4.25,2.5,2.125,3.75,2.875,2.75,3.125,2.75,2.75,4.5,4,4.375,3.25,3.5,3.09375,2.25,4.15625,3.15625,3.75,3.59375,3.5,TRUE,-0.238028304710234,-0.172734467374815,15.5,-0.183028633868941,333.592574419883,214.760858710173,-333.592574419883,-214.760858710173,0.77,-0.77,0.225,0.167259323713148,3.09
"395",101979,2,1,5,5,4,2,4,2,5,4,4,5,4,4,4,5,2,1,2,4,2,2,1,5,2,3,4,2,4,2,5,1,2,4,4,2,4,2,2,4,3,2,4,4,4,2,3,1,3,5,4,4,5,2,1,2,4,3,3,5,2,2,3,4,2,4,5,4,5,4,2,5,2,4,4,4,2,4,2,4,2,2,2,5,2,2,3,2,2,4,2,2,2,4,2,1,2,2,2,4,4,2,4,2,2,5,1,5,1,4,3,4,4,5,1,3,4,3,2,5,5,2,2,4,2,2,4,3,3,5,2,1,1,4,2,2,4,4,2,3,4,2,2,3,4,2,2,2,1,4,4,4,4,3,2,5,2,4,2,2,3,4,2,2,2,2,4,3,2,4,2,2,2,3,4,2,1,1,2,1,1,2,4,2,2,2,2,5,2,4,2,1,4,5,5,4,5,1,1,2,"research",0,0,TRUE,3.75,2.125,3.875,4.125,4.25,3.625,3.5,2,3.875,4.125,3.75,4.875,4.375,3.25,3.375,3.375,2.25,4.25,4.25,3.875,4.125,3.875,2.5,4.5,4.625,3.96875,2.8125,3.8125,3.875,3.1875,4.3125,4.625,TRUE,0.233599819008317,0.290651422056394,16.34375,0.152913718423202,284.88110211252,200.353585932374,-284.88110211252,-200.353585932374,0.68,-0.68,0.225,0.209465229460414,2.95
"397",214865,2,1,5,5,5,1,1,1,5,4,5,4,5,3,5,1,2,2,1,2,1,1,5,5,1,2,5,2,4,4,5,1,1,4,5,1,5,1,1,4,1,1,5,4,4,1,2,1,1,4,5,4,5,2,1,2,4,3,4,5,2,3,5,1,3,4,5,5,5,4,1,3,4,2,1,3,2,5,1,4,4,2,3,4,3,1,2,2,2,3,2,1,1,3,4,1,4,2,1,4,4,2,5,1,1,5,1,5,2,5,5,2,4,4,1,4,4,4,5,4,4,3,1,3,1,1,5,5,4,3,1,1,1,5,5,1,2,4,1,1,4,1,5,2,5,3,1,4,1,5,1,4,5,2,1,4,2,4,1,1,4,4,1,2,1,4,1,1,1,2,1,1,1,4,1,1,1,3,1,1,1,2,5,2,3,2,1,5,1,5,3,2,5,5,5,5,5,1,1,1,"applicant",0,0,TRUE,4.25,3.125,5,3.75,4.625,4.5,5,1.375,4.625,3.5,4.625,4.625,4.375,3.25,4.875,4.25,3.125,4,4.875,4.25,4.625,4.125,4.5,3.625,5,4.625,3,4.78125,3.90625,4.21875,4.1875,5,TRUE,1.67371621827296,1.99358828348217,18.71875,2.15584509704371,178.812877998351,192.46757711167,-178.812877998351,-192.46757711167,0.685,-0.685,0.56,0.333189979062956,2.805
"398",213554,2,1,5,5,5,1,1,4,5,4,4,4,4,3,4,1,4,2,2,2,2,2,4,4,2,4,5,2,4,5,5,2,2,4,4,2,4,2,2,4,1,2,4,4,4,1,2,2,1,4,4,5,5,2,1,4,4,4,4,4,2,2,4,2,4,4,4,4,5,4,1,2,5,2,2,4,2,4,2,4,4,2,2,4,2,5,2,2,4,2,2,2,2,4,4,2,2,4,2,4,4,2,4,2,2,4,1,5,2,4,4,4,3,4,2,4,4,4,5,4,4,4,1,4,1,2,5,4,4,4,1,4,2,4,4,2,2,4,2,2,4,2,4,2,5,4,1,2,1,4,2,4,4,4,2,4,2,2,2,2,4,4,2,4,2,2,4,2,2,2,2,2,2,4,2,2,2,2,2,2,2,4,4,2,4,2,2,4,2,4,2,2,4,4,4,4,4,2,2,2,"applicant",0,0,TRUE,4.375,2.875,4.5,4.25,4.5,4.25,4.5,2.5,4.125,4,4,3.875,4,2.25,4,4.125,4,3.75,4,3.5,4.125,4.125,4,3.25,4,4.21875,2.78125,4.1875,4.125,4.125,3.78125,4,TRUE,1.2026622095911,1.33660660220403,17.65625,0.89261048007129,129.785304939931,119.666703031267,-129.785304939931,-119.666703031267,0.305,-0.305,0.155,0.348871055995282,3.025
"399",100350,2,1,5,5,5,1,2,2,5,2,5,5,2,2,5,2,4,2,4,2,1,2,5,5,2,4,5,2,5,5,5,2,1,4,5,4,4,2,1,4,1,2,5,5,5,1,1,1,2,4,5,4,3,2,1,4,5,4,5,4,4,3,5,2,4,5,3,4,5,4,2,2,4,2,1,4,2,4,1,4,5,2,5,4,3,5,1,2,5,2,4,1,1,4,4,2,4,4,1,4,5,2,4,1,1,5,1,3,4,3,3,4,1,5,2,4,5,4,5,4,3,4,1,5,1,2,5,4,5,4,1,2,1,4,5,2,1,4,4,1,5,2,4,3,5,4,1,2,1,5,1,4,5,2,2,4,4,2,1,2,4,5,1,1,1,4,1,4,1,4,1,2,1,4,1,4,1,4,1,1,3,3,5,3,5,2,4,5,1,5,2,1,4,3,5,5,5,2,1,3,"research",0,0,TRUE,3.875,2.625,5,4.25,4.625,4.375,4.75,2.375,5,3.375,4.875,3.875,2.875,2.25,4.75,3.875,4.625,4.125,3.125,4.375,5,4,4.5,4,4.25,3.65625,2.90625,4.9375,3.875,4.65625,4.09375,4.25,TRUE,1.57308982975084,1.80996605600239,18.3125,1.47464008586123,277.135517269058,201.540116391102,-277.135517269058,-201.540116391102,0.7,-0.7,0.46,0.275443908144389,3.1
"400",215021,2,1,5,5,5,3,4,4,5,5,5,2,4,4,4,5,4,4,2,4,3,4,5,5,4,4,5,2,4,2,2,4,5,5,5,4,4,5,2,5,1,5,5,5,4,2,2,2,1,4,4,5,5,2,3,4,2,1,4,5,2,5,5,2,5,5,2,5,5,5,4,4,5,2,1,5,5,5,1,4,2,1,4,4,1,4,2,5,1,1,4,1,1,2,5,1,4,2,2,5,5,3,5,2,5,5,2,4,2,5,5,5,4,4,2,4,5,2,5,3,5,5,1,5,5,2,5,1,5,5,4,2,1,5,4,2,4,2,3,1,5,1,5,4,5,4,2,2,2,3,1,5,4,5,1,1,2,5,1,1,5,5,2,1,4,2,4,4,1,4,1,1,4,1,1,5,4,1,4,2,2,2,4,2,2,5,1,4,1,5,4,2,5,5,5,5,5,2,1,1,"applicant",0,0,TRUE,4.125,3,4.625,4.75,3.375,3.125,4,3.375,2.75,4.5,3.875,3.25,4.25,3.875,4.375,3.625,3.25,2.625,3.625,4.625,4.25,3.625,3.75,4.125,4.875,4,3.71875,4,4.125,3.5625,3.28125,4.875,TRUE,0.402903806266113,0.0952773838286965,15.25,0.185496764519488,521.517758661726,513.815414602762,-521.517758661726,-513.815414602762,1.075,-1.075,0.51,0.144127735608583,3.365
"401",101189,2,2,1,1,2,1,1,2,4,2,4,5,4,2,3,1,4,1,1,3,2,2,5,5,2,2,5,4,2,5,5,4,2,4,4,2,3,2,2,2,2,1,2,5,4,1,2,1,1,4,5,4,4,2,1,4,2,3,4,5,3,2,4,2,4,4,5,4,4,3,1,4,4,1,1,4,4,4,1,4,4,2,2,5,3,4,2,2,1,2,2,1,1,4,3,1,2,4,1,5,4,2,4,1,2,4,2,5,1,2,4,2,4,5,1,5,2,4,5,5,4,2,1,4,3,1,5,2,5,2,2,1,1,5,4,4,2,5,1,1,5,4,5,2,5,5,1,4,2,4,4,5,5,2,2,5,3,4,1,2,5,5,2,2,1,4,4,2,1,4,1,2,2,4,1,4,2,3,2,1,1,2,5,4,5,1,2,4,1,5,2,1,3,5,5,4,5,2,2,1,"research",0,0,TRUE,4.375,3,4.5,3.25,3.125,4.375,4.5,2.75,4,3,3.75,4.875,3.875,2.375,4.125,3.125,3.625,4.5,4.25,4.375,4.25,3.625,4.125,4.125,4.375,4.25,3.125,4.21875,3.25,3.65625,4.46875,4.375,TRUE,0.330040777116314,0.57327552578755,16.71875,0.82488997886537,401.5514388047,243.156299769489,-401.5514388047,-243.156299769489,0.71,-0.71,0.39,0.257146094382623,2.91
"402",100021,2,2,1,2,3,2,5,5,2,2,4,2,2,4,2,4,2,4,2,4,5,3,3,5,2,3,4,4,2,4,4,4,2,2,4,2,2,3,4,3,4,2,4,4,1,4,3,1,4,4,4,2,4,1,2,5,1,4,4,2,3,3,2,5,2,2,5,4,2,2,3,4,3,2,4,2,4,1,4,1,3,4,3,2,3,4,5,2,4,1,2,2,4,2,4,1,2,2,4,4,4,4,1,4,2,2,2,4,4,4,2,3,4,4,1,4,2,2,2,5,5,3,4,4,2,3,2,2,2,2,2,5,4,3,1,4,2,5,2,2,3,4,3,3,5,2,4,4,4,5,3,4,4,3,2,1,4,3,4,4,2,5,2,2,4,4,3,4,3,2,4,3,2,4,5,5,5,4,5,4,2,3,2,4,3,4,1,4,2,2,2,5,5,5,5,5,5,1,2,3,"research",0,0,TRUE,3.75,3,2.375,2.625,3.125,3.5,2.25,4.25,2.625,2.375,3.5,2.25,2.5,3.125,1.75,2.375,2.625,3.125,4.375,4,2.125,2.125,3.125,4,4.625,3.21875,3.59375,2.21875,2.375,3.09375,3.21875,4.625,TRUE,-2.78305745401946,-3.18975437122455,10.53125,-2.98787063280519,515.335867561954,246.229091891768,-515.335867561954,-246.229091891768,1.34,-1.34,0.2,-0.0723977069221592,3.11
"403",215283,2,2,1,2,4,2,1,2,5,3,4,4,4,3,4,4,4,2,2,2,2,2,4,4,2,4,4,4,3,3,1,4,2,3,4,3,4,3,2,4,2,2,4,4,4,2,2,3,2,4,4,4,5,3,2,4,4,3,3,4,2,4,3,2,4,3,4,4,4,3,2,3,2,4,2,2,2,4,1,3,3,2,3,4,2,4,2,4,3,2,2,2,2,3,4,2,2,3,2,3,4,2,4,2,2,4,2,4,2,4,3,3,2,4,2,4,4,4,4,3,4,2,2,3,2,2,1,4,3,4,2,2,2,4,4,3,2,4,2,2,4,2,4,2,4,2,2,4,2,3,5,4,4,3,1,3,2,4,2,2,4,3,2,3,2,3,2,2,2,4,2,2,2,3,1,4,2,2,2,3,2,2,4,2,4,2,2,3,2,4,2,2,3,3,4,4,4,2,1,2,"applicant",0,0,TRUE,3.75,2.125,3.625,2.75,4,3.5,3.25,2.875,3.875,3.5,3.875,3.625,4,3.25,3.75,3.25,3.875,3.5,4,3.5,4,3.625,4,3.125,3.875,3.75,2.9375,3.8125,3.28125,3.9375,3.4375,3.875,TRUE,-0.138950501236879,-0.145869848436019,15.28125,-0.259619048565735,229.551299633868,171.43257561466,-229.551299633868,-171.43257561466,0.44,-0.44,0.055,0.233080312442681,2.88
"404",100644,2,2,2,1,4,2,2,4,4,2,5,5,2,2,4,4,2,2,2,4,4,4,4,4,4,2,4,4,4,4,4,2,2,2,5,2,2,2,2,4,2,2,4,4,2,2,2,2,2,4,4,2,4,1,2,2,4,3,5,4,3,2,5,4,3,2,4,4,4,2,1,2,4,4,2,2,2,2,4,4,4,3,4,4,4,4,2,2,5,1,3,2,2,5,4,2,4,4,2,2,4,2,2,2,2,4,2,4,4,4,4,4,2,4,2,4,4,4,4,4,4,4,2,1,2,2,4,4,4,4,1,2,2,5,4,4,2,2,3,2,3,4,4,4,4,2,2,5,1,4,4,4,4,2,2,4,4,2,2,2,4,2,3,4,2,5,2,2,2,2,2,5,2,2,4,4,2,4,2,3,2,5,4,4,4,5,3,3,2,5,3,2,4,5,4,3,4,5,5,3,"research",0,0,TRUE,3.5,2.75,3.75,1.5,4.125,3.625,3,2.5,4,2.75,4.5,4,2.625,2,4.125,3,3.75,2.5,3.5,3.625,3.375,3.125,4,3.5,3.125,3.15625,2.71875,3.8125,2.59375,4.09375,3.40625,3.125,TRUE,-0.839637554181385,-0.804049345267801,14.34375,-1.09317103030702,407.407973567915,236.766970416529,-407.407973567915,-236.766970416529,0.78,-0.78,0.12,0.113638490181204,3.11
"405",100662,2,2,2,2,3,2,2,4,1,2,5,4,5,2,2,4,2,2,3,4,3,3,3,4,4,4,4,4,4,3,4,4,2,2,5,2,3,2,4,3,2,2,3,4,2,3,2,2,2,4,4,2,4,2,2,5,2,3,4,4,2,2,2,4,3,3,4,4,3,2,2,4,3,2,2,2,2,4,2,2,3,4,4,4,2,4,4,4,4,2,3,2,4,3,3,4,2,3,2,2,4,2,2,4,2,4,2,4,2,2,2,2,4,4,2,4,3,2,4,3,4,2,2,2,2,2,4,2,3,4,1,4,1,4,2,4,2,4,3,2,3,2,4,2,4,2,2,4,2,4,2,3,4,2,2,4,4,2,5,2,4,4,2,2,2,4,2,2,2,4,4,4,2,4,2,4,4,4,2,2,2,3,2,4,4,4,2,4,2,4,2,2,3,4,4,3,4,2,2,2,"research",0,0,TRUE,3.625,2.375,3.5,2,3.875,3.875,3.75,4,2.875,2.625,4.375,3.75,3.875,2.125,1.875,2.375,3.375,3.375,3.5,4,3,2.875,3.75,3.125,3.75,3.6875,3.125,2.8125,2.46875,3.84375,3.53125,3.75,TRUE,-1.55796125858495,-1.57613143657743,13.21875,-1.48275508236928,251.409975525992,140.610328104795,-251.409975525992,-140.610328104795,0.795,-0.795,0.04,0.073577486123131,2.935
"407",101251,2,2,2,2,4,2,4,4,4,4,2,4,4,2,4,4,2,3,3,2,4,2,4,3,4,4,4,4,2,4,4,4,4,4,2,2,2,3,3,4,2,2,2,3,2,2,2,2,4,4,4,2,4,3,3,4,2,4,3,4,3,2,2,2,4,4,3,2,2,4,2,3,2,4,3,2,3,4,3,2,2,2,2,4,2,4,4,3,2,2,3,4,4,4,4,2,4,4,3,2,2,3,2,4,3,4,2,4,2,2,2,4,4,4,4,2,2,4,3,4,2,2,2,2,2,2,2,2,2,3,3,2,4,4,2,3,2,4,2,4,4,2,4,3,4,2,4,4,2,4,4,4,4,4,2,4,2,2,4,2,4,3,4,4,4,2,4,3,2,4,4,4,2,4,4,4,2,4,4,2,2,4,4,4,4,2,2,3,2,4,3,2,4,3,3,3,4,4,4,2,"research",0,0,TRUE,2.75,2,3,2,3.375,3.75,2.5,3.75,2.875,3.625,2.75,4,3.375,2.125,2.625,3.25,3.25,3.5,2.875,2.25,2.5,4,3.5,3.5,3.125,2.875,2.53125,2.75,3.21875,3.21875,3.6875,3.125,TRUE,-1.52325448564811,-1.7101471607509,13.21875,-2.23403746288995,380.462554042232,174.643483398758,-380.462554042232,-174.643483398758,0.96,-0.96,0,0.00749376570692725,3.05
"408",101107,2,2,2,2,4,3,1,5,1,3,3,2,4,3,1,5,4,3,2,3,3,4,3,4,2,4,3,3,3,3,4,4,4,5,5,3,4,3,5,4,1,3,3,4,2,3,2,2,3,5,3,3,4,5,1,3,1,4,4,3,2,3,2,3,5,3,5,4,2,2,3,3,4,3,3,2,2,2,1,3,1,3,1,3,3,4,3,4,3,5,2,2,2,3,2,2,1,3,2,2,3,3,4,3,4,3,2,4,3,4,3,3,2,4,1,4,2,3,4,3,5,2,2,1,2,3,5,2,1,3,2,4,1,3,3,3,2,5,2,2,2,2,4,3,3,4,2,4,2,3,1,4,3,3,2,2,3,3,4,3,4,5,2,3,2,3,3,3,2,4,2,4,2,4,1,4,4,2,2,2,2,3,2,2,4,2,2,4,4,3,3,4,5,5,5,4,4,4,1,2,"research",0,0,TRUE,4,2.375,3.375,2.125,3.75,2.75,4.75,3.5,1.625,3.5,3.625,2.875,3.75,3,2.125,2.875,4.125,4,4.125,3.75,2.625,2.875,3.25,3.25,4.25,4.15625,3.15625,2.4375,2.84375,3.6875,3.21875,4.25,TRUE,-1.44601559684766,-1.54861305076483,13.1875,-1.59698678321843,340.590406912021,213.576582330925,-340.590406912021,-213.576582330925,0.93,-0.93,0.17,0.0492434022243297,2.95
"409",101603,2,2,2,2,4,3,4,2,4,2,4,2,2,2,2,4,4,2,2,2,3,4,3,2,2,2,4,4,4,3,4,4,2,2,4,4,2,4,2,4,2,2,4,4,2,4,2,2,2,4,4,2,4,4,2,5,4,3,4,4,4,2,2,4,4,2,2,4,2,2,2,2,4,4,2,2,2,4,4,2,4,4,4,4,4,4,4,3,2,2,4,4,4,2,4,2,2,2,2,4,3,4,2,2,2,2,2,4,4,4,2,4,2,4,2,4,3,4,2,2,4,2,2,4,2,2,2,2,3,2,2,2,2,4,2,2,2,2,4,4,3,4,4,2,4,2,4,4,4,4,2,2,4,2,2,4,4,2,4,2,4,2,4,2,4,4,2,2,2,4,4,4,2,2,4,2,2,4,2,2,4,4,4,2,4,4,4,2,2,4,2,4,2,4,4,4,4,2,4,4,"research",0,0,TRUE,4,2.5,3.25,2.5,3.625,3,2.75,3.375,3.875,2.125,4,3.5,2.25,2.5,2.5,3.375,3.75,2.75,2.75,3,2.625,2.5,3.625,2.5,3.25,2.9375,2.84375,3.0625,2.625,3.75,2.9375,3.25,TRUE,-1.70124670139118,-1.93262118590429,12.46875,-2.09391878560177,424.90143723077,234.156855345805,-424.90143723077,-234.156855345805,0.955,-0.955,0.005,0.0362841826586833,2.995
"410",102016,2,2,2,2,4,3,4,4,4,2,4,4,3,2,3,3,4,2,3,2,2,4,3,4,2,3,4,4,2,3,4,2,2,2,3,2,2,2,3,3,2,2,3,2,3,3,2,2,2,4,4,2,4,4,2,4,2,2,3,3,3,2,2,4,4,3,4,2,2,2,2,4,4,4,2,2,3,4,3,3,4,4,2,4,4,4,3,2,2,2,3,4,4,2,2,2,2,3,2,2,4,3,2,2,2,2,2,4,3,4,3,4,2,3,2,2,2,2,3,4,4,2,3,2,2,2,3,4,3,2,2,2,2,4,2,2,2,4,2,4,2,4,3,4,4,2,2,4,2,3,3,4,4,2,2,4,2,2,2,4,4,4,3,4,3,4,4,4,2,3,3,4,2,2,3,4,2,4,2,2,2,2,3,4,4,4,3,3,4,2,2,2,2,2,3,2,3,2,3,3,"research",0,0,TRUE,4,2.375,3.5,2,3.625,3,3,2.875,3.625,2,3.5,3.875,3.125,2.5,2.875,3,3.75,3.25,3.375,2.125,2.5,2.125,3.125,4,2.75,3.375,2.46875,3.125,2.28125,3.5,3.53125,2.75,TRUE,-1.70391771085186,-1.65077620948345,13.34375,-2.09573299775169,267.868008253938,145.922636704778,-267.868008253938,-145.922636704778,0.915,-0.915,0,0.00984923522621766,2.855
